panel,field_id,CD11c_pos,CD207_pos,SYK_pos,F4-80_pos
A,A_CFA_20x,6.752411575562702,0.8038585209003215,40.353697749196144,
A,A_CFA_40x,12.938596491228072,1.9736842105263157,22.807017543859647,
B,B_1.1_40x,,,4.607508532423208,4.778156996587031
B,B_1.2_40x,,,1.16580310880829,3.3678756476683938
B,B_1_40x,,,48.01932367149758,30.821256038647345
B,B_X_40x,,,5.108359133126935,11.30030959752322
